respondent_id,interview_examination,gender,age_years,age_months_sc_0_2yr,race,six_month_period,age_months_ex_0_19yr,served_active_duty_us,served_active_duty_foreign,born_usa,citizen_usa,time_in_us,education_youth,education,marital_status,pregnant,language_english,household_income
81328,both interview and exam,male,18,NA,white,1,217,FALSE,NA,TRUE,TRUE,NA,11,NA,NA,NA,TRUE,100000
81329,both interview and exam,female,63,NA,black,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,married,NA,TRUE,50000
81330,both interview and exam,female,6,NA,mexican american,2,74,NA,NA,TRUE,TRUE,NA,0,NA,NA,NA,FALSE,30000
81331,both interview and exam,female,27,NA,white,2,NA,FALSE,NA,FALSE,FALSE,3,NA,5,never_married,no,TRUE,50000
81332,both interview and exam,female,61,NA,black,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,never_married,NA,TRUE,12500
81333,both interview and exam,male,2,NA,black,2,38,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,12500
81334,interview only,female,18,NA,white,NA,NA,FALSE,NA,TRUE,TRUE,NA,13,NA,NA,NA,TRUE,12500
81335,both interview and exam,female,8,NA,mexican american,2,97,NA,NA,TRUE,TRUE,NA,2,NA,NA,NA,TRUE,12500
81336,both interview and exam,female,11,NA,black,1,144,NA,NA,TRUE,TRUE,NA,5,NA,NA,NA,TRUE,17500
81337,interview only,male,36,NA,white,NA,NA,FALSE,NA,TRUE,TRUE,NA,NA,2,married,NA,TRUE,100000
81338,both interview and exam,male,2,NA,black,1,28,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,NA
81339,both interview and exam,male,55,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,1,never_married,NA,TRUE,7500
81340,both interview and exam,male,6,NA,asian,2,78,NA,NA,TRUE,TRUE,NA,0,NA,NA,NA,TRUE,100000
81341,both interview and exam,female,17,NA,white,2,209,FALSE,NA,TRUE,TRUE,NA,11,NA,NA,NA,TRUE,100000
81342,both interview and exam,male,46,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,married,NA,TRUE,100000
81343,both interview and exam,female,65,NA,asian,2,NA,FALSE,NA,FALSE,TRUE,45,NA,5,married,NA,TRUE,NA
81344,both interview and exam,male,59,NA,mexican american,1,NA,FALSE,NA,FALSE,FALSE,45,NA,1,married,NA,FALSE,70000
81345,both interview and exam,female,63,NA,black,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,divorced,NA,TRUE,40000
81346,both interview and exam,male,2,NA,white,1,26,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,12500
81347,both interview and exam,male,42,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,married,NA,TRUE,100000
81348,both interview and exam,male,21,NA,other hispanic,1,NA,FALSE,NA,FALSE,FALSE,3,NA,2,never_married,NA,FALSE,50000
81349,both interview and exam,male,36,NA,other hispanic,1,NA,FALSE,NA,FALSE,FALSE,17.5,NA,3,living_with_partner,NA,FALSE,17500
81350,both interview and exam,female,58,NA,other hispanic,2,NA,FALSE,NA,FALSE,TRUE,45,NA,4,married,NA,FALSE,30000
81351,both interview and exam,female,14,NA,other,2,175,NA,NA,FALSE,FALSE,0.5,7,NA,NA,NA,TRUE,2500
81352,both interview and exam,male,58,NA,black,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,2,separated,NA,TRUE,22500
81353,both interview and exam,male,76,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,married,NA,TRUE,100000
81354,both interview and exam,female,3,NA,white,1,41,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,60000
81355,both interview and exam,female,6,NA,black,1,80,NA,NA,TRUE,TRUE,NA,0,NA,NA,NA,TRUE,87500
81356,both interview and exam,male,12,NA,black,2,153,NA,NA,TRUE,TRUE,NA,7,NA,NA,NA,TRUE,40000
81357,both interview and exam,female,66,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,divorced,NA,TRUE,12500
81358,both interview and exam,female,77,NA,black,2,NA,FALSE,NA,FALSE,TRUE,35,NA,1,widowed,NA,TRUE,7500
81359,both interview and exam,female,57,NA,black,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,divorced,NA,TRUE,12500
81360,both interview and exam,male,0,5,other hispanic,2,6,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,87500
81361,both interview and exam,female,8,NA,mexican american,2,100,NA,NA,TRUE,TRUE,NA,2,NA,NA,NA,TRUE,30000
81362,both interview and exam,male,21,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,2,never_married,NA,TRUE,NA
81363,both interview and exam,female,0,1,black,1,1,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,87500
81364,both interview and exam,male,16,NA,white,1,204,NA,NA,TRUE,TRUE,NA,10,NA,NA,NA,TRUE,100000
81365,both interview and exam,female,8,NA,black,1,98,NA,NA,TRUE,TRUE,NA,1,NA,NA,NA,TRUE,50000
81366,both interview and exam,male,38,NA,other hispanic,1,NA,FALSE,NA,FALSE,FALSE,7.5,NA,1,living_with_partner,NA,FALSE,22500
81367,both interview and exam,male,48,NA,mexican american,1,NA,FALSE,NA,FALSE,FALSE,NA,NA,2,married,NA,FALSE,NA
81368,both interview and exam,female,65,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,widowed,NA,TRUE,40000
81369,both interview and exam,male,11,NA,asian,1,140,NA,NA,TRUE,TRUE,NA,5,NA,NA,NA,TRUE,100000
81370,both interview and exam,female,43,NA,black,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,2,never_married,no,TRUE,7500
81371,both interview and exam,male,1,17,other,2,18,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,7500
81372,both interview and exam,female,31,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,married,no,TRUE,70000
81373,both interview and exam,male,49,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,married,NA,TRUE,17500
81374,both interview and exam,female,43,NA,white,2,NA,FALSE,NA,FALSE,TRUE,25,NA,4,married,no,TRUE,60000
81375,both interview and exam,female,41,NA,asian,1,NA,FALSE,NA,FALSE,TRUE,12.5,NA,4,married,no,TRUE,87500
81376,both interview and exam,female,5,NA,asian,1,71,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,87500
81377,both interview and exam,male,80,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,married,NA,TRUE,60000
81378,both interview and exam,female,49,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,2,never_married,NA,TRUE,22500
81379,both interview and exam,male,48,NA,mexican american,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,2,married,NA,TRUE,100000
81380,both interview and exam,male,80,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,1,widowed,NA,TRUE,12500
81381,both interview and exam,female,73,NA,white,1,NA,FALSE,NA,FALSE,TRUE,12.5,NA,1,widowed,NA,TRUE,12500
81382,both interview and exam,male,71,NA,mexican american,1,NA,TRUE,FALSE,TRUE,TRUE,NA,NA,4,married,NA,TRUE,87500
81383,both interview and exam,male,16,NA,white,2,196,NA,NA,TRUE,TRUE,NA,9,NA,NA,NA,TRUE,12500
81384,both interview and exam,male,40,NA,asian,2,NA,FALSE,NA,FALSE,FALSE,3,NA,5,married,NA,TRUE,100000
81385,both interview and exam,male,69,NA,white,2,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,5,married,NA,TRUE,100000
81386,both interview and exam,female,18,NA,mexican american,1,220,FALSE,NA,TRUE,TRUE,NA,13,NA,NA,NA,TRUE,2500
81387,both interview and exam,female,52,NA,asian,2,NA,FALSE,NA,FALSE,TRUE,12.5,NA,3,never_married,NA,TRUE,12500
81388,both interview and exam,male,26,NA,mexican american,1,NA,FALSE,NA,FALSE,FALSE,3,NA,3,married,NA,TRUE,22500
81389,both interview and exam,male,13,NA,asian,2,160,NA,NA,TRUE,TRUE,NA,7,NA,NA,NA,TRUE,70000
81390,both interview and exam,male,3,NA,other,1,39,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,30000
81391,both interview and exam,male,64,NA,black,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,2,separated,NA,TRUE,12500
81392,both interview and exam,female,11,NA,mexican american,2,135,NA,NA,TRUE,TRUE,NA,5,NA,NA,NA,FALSE,70000
81393,both interview and exam,female,16,NA,other hispanic,2,201,NA,NA,FALSE,FALSE,3,9,NA,NA,NA,FALSE,NA
81394,both interview and exam,female,10,NA,mexican american,1,130,NA,NA,FALSE,FALSE,7.5,4,NA,NA,NA,FALSE,40000
81395,both interview and exam,male,23,NA,mexican american,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,never_married,NA,TRUE,NA
81396,both interview and exam,male,21,NA,mexican american,1,NA,FALSE,NA,FALSE,FALSE,17.5,NA,3,never_married,NA,TRUE,50000
81397,interview only,male,15,NA,mexican american,NA,NA,NA,NA,TRUE,TRUE,NA,9,NA,NA,NA,FALSE,22500
81398,both interview and exam,female,2,NA,white,2,36,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,100000
81399,interview only,female,80,NA,white,NA,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,widowed,NA,TRUE,100000
81400,both interview and exam,male,2,NA,other,2,34,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,12500
81401,both interview and exam,female,16,NA,black,1,198,NA,NA,TRUE,TRUE,NA,8,NA,NA,NA,TRUE,17500
81402,both interview and exam,male,11,NA,black,1,138,NA,NA,TRUE,TRUE,NA,4,NA,NA,NA,TRUE,30000
81403,both interview and exam,male,5,NA,mexican american,2,61,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,7500
81404,both interview and exam,male,0,6,white,1,6,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,30000
81405,both interview and exam,male,10,NA,asian,1,131,NA,NA,FALSE,FALSE,0.5,4,NA,NA,NA,TRUE,87500
81406,both interview and exam,female,26,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,married,no,TRUE,12500
81407,both interview and exam,female,16,NA,other hispanic,2,203,NA,NA,TRUE,TRUE,NA,11,NA,NA,NA,TRUE,22500
81408,both interview and exam,female,30,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,2,married,no,TRUE,40000
81409,both interview and exam,female,65,NA,other,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,never_married,NA,TRUE,70000
81410,both interview and exam,male,6,NA,white,1,78,NA,NA,TRUE,TRUE,NA,0,NA,NA,NA,TRUE,60000
81411,both interview and exam,male,15,NA,asian,2,189,NA,NA,TRUE,TRUE,NA,9,NA,NA,NA,TRUE,100000
81412,both interview and exam,male,67,NA,black,2,NA,FALSE,NA,FALSE,TRUE,45,NA,5,divorced,NA,TRUE,22500
81413,both interview and exam,female,50,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,divorced,NA,TRUE,70000
81414,both interview and exam,male,13,NA,black,2,163,NA,NA,TRUE,TRUE,NA,8,NA,NA,NA,TRUE,50000
81415,both interview and exam,male,80,NA,black,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,2,married,NA,TRUE,87500
81416,both interview and exam,male,80,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,married,NA,TRUE,12500
81417,both interview and exam,male,2,NA,black,1,35,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,2500
81418,both interview and exam,female,61,NA,black,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,2,never_married,NA,TRUE,22500
81419,both interview and exam,female,14,NA,mexican american,1,169,NA,NA,FALSE,FALSE,12.5,7,NA,NA,NA,TRUE,22500
81420,both interview and exam,male,1,15,white,2,16,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,87500
81421,both interview and exam,female,7,NA,black,1,85,NA,NA,TRUE,TRUE,NA,1,NA,NA,NA,TRUE,50000
81422,both interview and exam,male,4,NA,mexican american,2,51,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,40000
81423,both interview and exam,male,7,NA,asian,1,92,NA,NA,TRUE,TRUE,NA,1,NA,NA,NA,TRUE,60000
81424,both interview and exam,female,27,NA,other hispanic,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,married,no,TRUE,70000
81425,both interview and exam,male,2,NA,black,1,27,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,30000
81426,both interview and exam,female,12,NA,black,1,155,NA,NA,TRUE,TRUE,NA,6,NA,NA,NA,TRUE,30000
81427,both interview and exam,male,52,NA,mexican american,1,NA,FALSE,NA,FALSE,FALSE,35,NA,1,living_with_partner,NA,FALSE,17500
81428,both interview and exam,female,26,NA,black,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,living_with_partner,no,TRUE,30000
81429,both interview and exam,female,65,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,married,NA,TRUE,100000
81430,both interview and exam,male,62,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,married,NA,TRUE,60000
81431,interview only,male,5,NA,other,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,100000
81432,both interview and exam,male,8,NA,black,2,105,NA,NA,TRUE,TRUE,NA,2,NA,NA,NA,TRUE,12500
81433,both interview and exam,male,17,NA,mexican american,1,206,FALSE,NA,TRUE,TRUE,NA,10,NA,NA,NA,TRUE,17500
81434,both interview and exam,male,80,NA,white,2,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,5,married,NA,TRUE,70000
81435,both interview and exam,male,18,NA,white,1,216,FALSE,NA,TRUE,TRUE,NA,10,NA,NA,NA,TRUE,17500
81436,both interview and exam,female,80,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,2,widowed,NA,TRUE,7500
81437,both interview and exam,male,16,NA,black,1,195,NA,NA,TRUE,TRUE,NA,10,NA,NA,NA,TRUE,40000
81438,both interview and exam,female,56,NA,mexican american,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,divorced,NA,TRUE,60000
81439,both interview and exam,male,0,3,white,1,4,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,100000
81440,both interview and exam,female,2,NA,other hispanic,1,29,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,12500
81441,both interview and exam,male,34,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,never_married,NA,TRUE,22500
81442,both interview and exam,female,32,NA,other hispanic,1,NA,FALSE,NA,FALSE,FALSE,12.5,NA,1,divorced,no,FALSE,NA
81443,both interview and exam,male,1,12,white,1,13,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,60000
81444,both interview and exam,female,51,NA,mexican american,1,NA,FALSE,NA,FALSE,TRUE,25,NA,4,married,NA,FALSE,70000
81445,both interview and exam,male,10,NA,mexican american,1,129,NA,NA,TRUE,TRUE,NA,5,NA,NA,NA,FALSE,NA
81446,both interview and exam,female,11,NA,mexican american,1,136,NA,NA,FALSE,FALSE,12.5,5,NA,NA,NA,FALSE,30000
81447,both interview and exam,female,69,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,never_married,NA,TRUE,7500
81448,both interview and exam,male,18,NA,other hispanic,2,226,FALSE,NA,TRUE,TRUE,NA,11,NA,NA,NA,TRUE,7500
81449,both interview and exam,male,6,NA,black,2,79,NA,NA,TRUE,TRUE,NA,1,NA,NA,NA,TRUE,87500
81450,both interview and exam,female,56,NA,asian,2,NA,FALSE,NA,FALSE,TRUE,35,NA,2,divorced,NA,TRUE,50000
81451,both interview and exam,male,19,NA,white,1,236,FALSE,NA,TRUE,TRUE,NA,14,NA,NA,NA,TRUE,40000
81452,both interview and exam,male,60,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,never_married,NA,TRUE,100000
81453,both interview and exam,female,22,NA,black,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,never_married,no,TRUE,100000
81454,both interview and exam,male,15,NA,other,1,190,NA,NA,TRUE,TRUE,NA,9,NA,NA,NA,TRUE,22500
81455,both interview and exam,male,1,15,black,2,16,NA,NA,FALSE,TRUE,0.5,NA,NA,NA,NA,TRUE,100000
81456,both interview and exam,male,80,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,married,NA,TRUE,50000
81457,both interview and exam,female,45,NA,white,2,NA,FALSE,NA,FALSE,FALSE,17.5,NA,5,married,NA,TRUE,100000
81458,both interview and exam,female,0,9,mexican american,1,11,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,40000
81459,both interview and exam,female,1,23,mexican american,2,24,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,17500
81460,both interview and exam,female,46,NA,black,1,NA,FALSE,NA,FALSE,TRUE,25,NA,4,married,NA,TRUE,87500
81461,both interview and exam,male,24,NA,asian,2,NA,FALSE,NA,FALSE,FALSE,7.5,NA,4,married,NA,TRUE,22500
81462,both interview and exam,female,53,NA,other hispanic,2,NA,FALSE,NA,FALSE,TRUE,25,NA,3,married,NA,FALSE,NA
81463,both interview and exam,female,53,NA,black,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,2,separated,NA,TRUE,22500
81464,both interview and exam,female,68,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,married,NA,TRUE,87500
81465,both interview and exam,female,68,NA,asian,2,NA,FALSE,NA,FALSE,TRUE,55,NA,4,married,NA,TRUE,12500
81466,both interview and exam,male,0,4,mexican american,2,5,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,FALSE,17500
81467,both interview and exam,female,7,NA,asian,1,85,NA,NA,FALSE,TRUE,3,0,NA,NA,NA,TRUE,100000
81468,both interview and exam,male,74,NA,white,1,NA,TRUE,FALSE,TRUE,TRUE,NA,NA,2,married,NA,TRUE,87500
81469,both interview and exam,male,16,NA,mexican american,1,200,NA,NA,TRUE,TRUE,NA,10,NA,NA,NA,FALSE,NA
81470,both interview and exam,female,43,NA,asian,2,NA,FALSE,NA,FALSE,TRUE,17.5,NA,5,married,no,TRUE,87500
81471,both interview and exam,female,14,NA,asian,1,170,NA,NA,FALSE,FALSE,0.5,7,NA,NA,NA,TRUE,87500
81472,both interview and exam,male,29,NA,other,2,NA,FALSE,NA,FALSE,TRUE,12.5,NA,5,never_married,NA,TRUE,NA
81473,both interview and exam,female,20,NA,black,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,1,never_married,unable to ascertain,TRUE,17500
81474,both interview and exam,female,78,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,2,divorced,NA,TRUE,40000
81475,both interview and exam,female,42,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,separated,no,TRUE,22500
81476,both interview and exam,male,12,NA,white,2,147,NA,NA,TRUE,TRUE,NA,6,NA,NA,NA,TRUE,30000
81477,both interview and exam,female,70,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,married,NA,TRUE,40000
81478,both interview and exam,female,4,NA,black,2,52,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,12500
81479,both interview and exam,male,11,NA,black,2,141,NA,NA,TRUE,TRUE,NA,5,NA,NA,NA,TRUE,100000
81480,both interview and exam,male,12,NA,black,1,157,NA,NA,TRUE,TRUE,NA,6,NA,NA,NA,TRUE,60000
81481,both interview and exam,female,28,NA,other hispanic,1,NA,FALSE,NA,FALSE,TRUE,7.5,NA,3,married,no,TRUE,60000
81482,both interview and exam,male,49,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,married,NA,TRUE,100000
81483,both interview and exam,male,5,NA,mexican american,1,67,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,30000
81484,both interview and exam,male,32,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,married,NA,TRUE,40000
81485,both interview and exam,male,51,NA,asian,1,NA,FALSE,NA,FALSE,FALSE,7.5,NA,3,married,NA,TRUE,87500
81486,both interview and exam,male,74,NA,white,2,NA,FALSE,NA,FALSE,TRUE,25,NA,5,married,NA,TRUE,100000
81487,both interview and exam,female,50,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,married,NA,TRUE,100000
81488,both interview and exam,male,3,NA,mexican american,1,48,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,30000
81489,both interview and exam,male,38,NA,asian,2,NA,FALSE,NA,FALSE,TRUE,17.5,NA,5,married,NA,TRUE,100000
81490,both interview and exam,female,26,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,never_married,no,TRUE,30000
81491,both interview and exam,male,32,NA,white,2,NA,TRUE,FALSE,TRUE,TRUE,NA,NA,4,married,NA,TRUE,87500
81492,both interview and exam,female,51,NA,asian,1,NA,FALSE,NA,FALSE,TRUE,12.5,NA,5,married,NA,TRUE,87500
81493,both interview and exam,male,5,NA,black,2,65,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,12500
81494,both interview and exam,male,38,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,divorced,NA,TRUE,100000
81495,both interview and exam,female,74,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,married,NA,TRUE,NA
81496,both interview and exam,male,14,NA,white,2,174,NA,NA,TRUE,TRUE,NA,8,NA,NA,NA,TRUE,87500
81497,both interview and exam,female,72,NA,asian,1,NA,FALSE,NA,FALSE,TRUE,35,NA,5,married,NA,TRUE,50000
81498,both interview and exam,female,11,NA,mexican american,2,133,NA,NA,TRUE,TRUE,NA,5,NA,NA,NA,TRUE,100000
81499,both interview and exam,female,18,NA,mexican american,2,220,FALSE,NA,TRUE,TRUE,NA,11,NA,NA,NA,TRUE,NA
81500,both interview and exam,female,10,NA,mexican american,1,132,NA,NA,TRUE,TRUE,NA,4,NA,NA,NA,TRUE,100000
81501,both interview and exam,female,6,NA,black,1,75,NA,NA,TRUE,TRUE,NA,1,NA,NA,NA,TRUE,30000
81502,both interview and exam,male,17,NA,black,2,205,FALSE,NA,TRUE,TRUE,NA,11,NA,NA,NA,TRUE,17500
81503,both interview and exam,female,43,NA,asian,2,NA,FALSE,NA,FALSE,TRUE,25,NA,3,never_married,no,TRUE,87500
81504,both interview and exam,male,80,NA,other hispanic,2,NA,FALSE,NA,FALSE,TRUE,NA,NA,2,married,NA,FALSE,30000
81505,both interview and exam,male,8,NA,black,1,105,NA,NA,TRUE,TRUE,NA,2,NA,NA,NA,TRUE,100000
81506,both interview and exam,female,22,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,living_with_partner,no,TRUE,7500
81507,both interview and exam,female,2,NA,white,2,27,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,22500
81508,both interview and exam,female,52,NA,other hispanic,1,NA,FALSE,NA,FALSE,TRUE,35,NA,3,married,NA,TRUE,60000
81509,both interview and exam,male,42,NA,black,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,never_married,NA,TRUE,7500
81510,both interview and exam,female,13,NA,mexican american,2,163,NA,NA,TRUE,TRUE,NA,6,NA,NA,NA,TRUE,87500
81511,both interview and exam,male,16,NA,white,2,194,NA,NA,TRUE,TRUE,NA,9,NA,NA,NA,TRUE,22500
81512,both interview and exam,male,69,NA,asian,1,NA,TRUE,FALSE,TRUE,TRUE,NA,NA,4,married,NA,TRUE,50000
81513,both interview and exam,male,7,NA,black,2,93,NA,NA,TRUE,TRUE,NA,1,NA,NA,NA,TRUE,22500
81514,both interview and exam,male,23,NA,mexican american,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,2,never_married,NA,TRUE,30000
81515,both interview and exam,male,2,NA,mexican american,1,33,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,22500
81516,both interview and exam,female,60,NA,black,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,married,NA,TRUE,87500
81517,both interview and exam,female,15,NA,asian,1,191,NA,NA,FALSE,FALSE,7.5,9,NA,NA,NA,TRUE,17500
81518,both interview and exam,female,13,NA,black,1,159,NA,NA,TRUE,TRUE,NA,7,NA,NA,NA,TRUE,40000
81519,both interview and exam,male,58,NA,white,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,5,married,NA,TRUE,100000
81520,interview only,female,15,NA,black,NA,NA,NA,NA,TRUE,TRUE,NA,9,NA,NA,NA,TRUE,22500
81521,both interview and exam,female,55,NA,other hispanic,2,NA,FALSE,NA,FALSE,TRUE,35,NA,4,married,NA,TRUE,100000
81522,both interview and exam,female,63,NA,black,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,never_married,NA,TRUE,NA
81523,both interview and exam,female,57,NA,black,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,widowed,NA,TRUE,12500
81524,both interview and exam,male,73,NA,other hispanic,2,NA,FALSE,NA,FALSE,FALSE,17.5,NA,2,married,NA,FALSE,50000
81525,both interview and exam,male,10,NA,mexican american,1,120,NA,NA,TRUE,TRUE,NA,4,NA,NA,NA,TRUE,70000
81526,both interview and exam,female,16,NA,other,2,203,NA,NA,FALSE,FALSE,0.5,8,NA,NA,NA,TRUE,2500
81527,both interview and exam,male,35,NA,black,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,2,never_married,NA,TRUE,50000
81528,both interview and exam,female,41,NA,other,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,living_with_partner,no,TRUE,17500
81529,both interview and exam,female,1,13,mexican american,2,15,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,FALSE,NA
81530,both interview and exam,female,73,NA,other,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,married,NA,TRUE,60000
81531,both interview and exam,female,5,NA,other hispanic,2,69,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,17500
81532,both interview and exam,male,5,NA,asian,2,69,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,87500
81533,both interview and exam,female,25,NA,white,2,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,married,no,TRUE,30000
81534,both interview and exam,female,49,NA,other hispanic,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,3,living_with_partner,NA,TRUE,17500
81535,both interview and exam,female,46,NA,other hispanic,1,NA,FALSE,NA,TRUE,TRUE,NA,NA,4,married,NA,TRUE,NA
81536,both interview and exam,female,8,NA,other hispanic,2,97,NA,NA,TRUE,TRUE,NA,2,NA,NA,NA,TRUE,22500
81537,both interview and exam,female,55,NA,other hispanic,1,NA,FALSE,NA,FALSE,TRUE,35,NA,4,divorced,NA,FALSE,NA
81538,both interview and exam,male,12,NA,mexican american,2,145,NA,NA,TRUE,TRUE,NA,5,NA,NA,NA,TRUE,7500
81539,both interview and exam,male,7,NA,mexican american,2,94,NA,NA,TRUE,TRUE,NA,2,NA,NA,NA,TRUE,40000
81540,both interview and exam,female,7,NA,black,1,93,NA,NA,TRUE,TRUE,NA,1,NA,NA,NA,TRUE,87500
81541,both interview and exam,female,15,NA,black,1,188,NA,NA,TRUE,TRUE,NA,8,NA,NA,NA,TRUE,40000
81542,both interview and exam,male,3,NA,white,2,42,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,30000
81543,both interview and exam,male,14,NA,white,2,175,NA,NA,TRUE,TRUE,NA,8,NA,NA,NA,TRUE,100000
81544,both interview and exam,male,37,NA,other hispanic,1,NA,FALSE,NA,FALSE,TRUE,12.5,NA,5,married,NA,TRUE,87500
